LoanNumber,DateApproved,BorrowerName,Term,InitialApprovalAmount,F_Undisbursed,Channel,Region,TypeOfCall,InterestPerYear
3756978308,1/22/2021,ANCHORAGE ALEHOUSE,60,396245,0,TLS,South,NoBrandName,0.1
5601278402,2/9/2021,ISLAND HOTELS LLC,60,396140.36,0,TLS,South,NoBrandName,0.1
3020438307,1/21/2021,SNOW WHITE INC.,60,396104.17,0,TLS,South,NoBrandName,0.1
2928358509,2/22/2021,RENT A CAN TOILET CO INC,60,394600,0,TLS,South,NoBrandName,0.1
3724828304,1/22/2021,GUNDERSEN PAINTING INC,60,393975,0,TLS,South,NoBrandName,0.1
6279098402,2/10/2021,TITAN LLC,60,392927.5,0,TLS,South,NoBrandName,0.1
3210358308,1/21/2021,ALASKA EXECUTIVE SEARCH,60,391812,0,TLS,South,NoBrandName,0.1
5500648407,2/8/2021,SWALLING & ASSOCIATES PC,60,391540,0,TLS,South,NoBrandName,0.1
2803458304,1/21/2021,TESLA ELECTRIC LLC,60,391430,0,TLS,South,NoBrandName,0.1
5320198308,1/25/2021,CANTINA INC.,60,391200,0,TLS,South,NoBrandName,0.1
9380738304,1/30/2021,GAGE TREE SERVICE LLC,60,390553.32,0,TLS,South,NoBrandName,0.1
4135328804,4/15/2021,ALASKA FUEL DISTRIBUTORS INC,60,389900,0,TLS,South,NoBrandName,0.1
9181398306,1/30/2021,LNW TRANSPORT INC,60,389277,0,TLS,South,NoBrandName,0.1
7222738506,3/5/2021,EAGLE RIVER ALEHOUSE,60,389182,0,TLS,South,NoBrandName,0.1
6701638405,2/10/2021,SMITH CABLE SYSTEMS INC.,60,387487.82,0,TLS,South,NoBrandName,0.1
5915958310,1/26/2021,WILDERNESS EXPRESS LLC,60,387256,0,TLS,South,NoBrandName,0.1
2349938305,1/20/2021,POWERS BROTHERS INC,60,387027,0,TLS,South,NoBrandName,0.1
2911758308,1/21/2021,"REDEMPTION, INCORPORATED",60,385194.85,0,TLS,South,NoBrandName,0.1
9133528303,1/30/2021,GENEVA WOODS SURGICAL CENTER INC,60,385172,0,TLS,South,NoBrandName,0.1
2737978406,2/4/2021,ALASKA STATE FAIR INC,60,384742,0,TLS,South,NoBrandName,0.1
6913028303,1/27/2021,HEARTS AND HANDS INCORPORATED,60,384575,0,TLS,South,NoBrandName,0.1
1018629107,6/15/2021,KETCHIKAN MECHANICAL INC.,59,384400,0,TLS,South,NoBrandName,0.1
1628998408,2/2/2021,BUILDERS MILLWORK SUPPLY,60,383640,0,TLS,South,NoBrandName,0.1
2623198410,2/3/2021,907 ALEHOUSE LLC,60,383593,0,TLS,South,NoBrandName,0.1
1660258703,3/27/2021,BETHEL FAMILY CLINIC,60,382975,0,TLS,South,NoBrandName,0.1
6055598400,2/10/2021,H WATT & SCOTT INC,60,380490.57,0,TLS,South,NoBrandName,0.1
5786988703,4/2/2021,SIEGEL CONSTRUCTION LLC,60,379812,0,TLS,South,NoBrandName,0.1
3955168500,2/24/2021,SURGERY CENTER OF KENAI LLC,60,379627,0,TLS,South,NoBrandName,0.1
8486028503,3/10/2021,JL-FX HOTEL DEVELOPMENT LLC,60,379354,0,TLS,South,NoBrandName,0.1
4083938404,2/6/2021,CATALYST MARINE ENGINEERING,60,377686,0,TLS,South,NoBrandName,0.1
5116048802,4/17/2021,YUKON DELTA FISHERIES DEVELOPMENT ASSOCIATION,60,377676,0,TLS,South,NoBrandName,0.1
5112228506,2/27/2021,PETROLEUM EQUIPMENT & SERVICES INC.,60,377580,0,TLS,South,NoBrandName,0.1
7617088408,2/12/2021,THE WELDING SHOP INC.,60,377555,0,TLS,South,NoBrandName,0.1
9062648404,2/14/2021,GAPCO STORES- ALASKA LLC,60,374835.44,0,TLS,South,NoBrandName,0.1
3227548400,2/4/2021,D OF ALASKA INC.,60,374627,0,TLS,South,NoBrandName,0.1
5083508300,1/25/2021,BECKLEY MECHANICAL COMPANY,60,373818.75,0,TLS,South,NoBrandName,0.1
5042588306,1/23/2021,REMOTE ALASKA SOLUTIONS,60,373740,0,TLS,South,NoBrandName,0.1
9044648302,1/30/2021,ST. MARY'S NATIVE CORPORATION,60,371757.22,0,TLS,South,NoBrandName,0.1
6437158501,3/3/2021,PHILLIPS CRUISES & TOURS LLC,60,371477,0,TLS,South,NoBrandName,0.1
8798618306,1/30/2021,BETHEL ENVIRONMENTAL SOLUTIONS LLC,60,368915,0,TLS,South,NoBrandName,0.1
6297468301,1/26/2021,EL CAPITAN LODGE LLC,60,367815,0,TLS,South,NoBrandName,0.1
1730998600,3/13/2021,ALASKA CHRISTIAN COLLEGE,60,365923.05,0,TLS,South,NoBrandName,0.1
5419828307,1/25/2021,SEWARD'S FOLLY BAR AND GRILL,60,365442,0,TLS,South,NoBrandName,0.1
4554778510,2/26/2021,"ALASKA MOUNTAIN GUIDES ADVENTURES, INC.",60,364965,0,TLS,South,NoBrandName,0.1
7548488808,4/21/2021,CITY MARKET INC.,60,364542.95,0,TLS,South,NoBrandName,0.1
3277298700,3/31/2021,BODY RENEW ALASKA LLC,60,362500,0,TLS,South,NoBrandName,0.1
2923538603,3/16/2021,AHTNA GOVERNMENT SERVICES CORPORATION,60,361587,0,TLS,South,NoBrandName,0.1
8072748300,1/29/2021,S & P ADVENTURES INC.,60,361508,0,TLS,South,NoBrandName,0.1
9388378308,1/30/2021,LARSEN BAY LODGE,60,361413,0,TLS,South,NoBrandName,0.1
5311958505,2/27/2021,ALASKA DEMOLITION LLC,60,361185,0,TLS,South,NoBrandName,0.1
9731988508,3/12/2021,COOK INLET AQUACULTURE ASSOCIATION,60,359232,0,TLS,South,NoBrandName,0.1
2531038302,1/21/2021,RELUCTANT FISHERMAN LLC,60,359152,0,TLS,South,NoBrandName,0.1
2453988309,1/20/2021,APPLE NORTH INC.,60,358924,0,TLS,South,NoBrandName,0.1
5396788304,1/25/2021,ALASKA INDUSTRIAL INSULATION & FIREPROOFING INC.,60,358790,0,TLS,South,NoBrandName,0.1
4332188406,2/6/2021,AMERICAN MECHANICAL INC.,60,358312.67,0,TLS,South,NoBrandName,0.1
9585698407,2/17/2021,HENRY'S GREAT ALASKAN RESTAURANT INC.,60,357371,0,TLS,South,NoBrandName,0.1
3120518402,2/4/2021,CLOVER PASS INVESTMENTS LLC.,60,357036.71,0,TLS,South,NoBrandName,0.1
3744938310,1/22/2021,GASLIGHT LOUNGE INC,60,357017,0,TLS,South,NoBrandName,0.1
9980088804,4/24/2021,ALASKA PUBLIC EMPLOYEES ASSOCIATION,60,356790,0,TLS,South,NoBrandName,0.1
6599058509,3/4/2021,JESKA-ALASKA INCORPORATED,60,356419,0,TLS,South,NoBrandName,0.1
5263878401,2/8/2021,LATITUDE 63 NORTH INC,60,355992,0,TLS,South,NoBrandName,0.1
4372768408,2/6/2021,ALASKA PROFESSIONAL CONSTRUCTION INC,60,355862,0,TLS,South,NoBrandName,0.1
7136968607,3/23/2021,KENAI RIVER DRIFTERS LODGE LLC,60,354952,0,TLS,South,NoBrandName,0.1
3340438306,1/22/2021,THE BOUTET COMPANY INC.,60,353100,0,TLS,South,NoBrandName,0.1
8343808700,4/7/2021,DISCOVERY DRILLING INC,60,351454,0,TLS,South,NoBrandName,0.1
1845698800,4/11/2021,TUNDRA WOMEN'S COALITION,60,349920,0,TLS,South,NoBrandName,0.1
2477978605,3/15/2021,INDEPENDENT STEEL ERECTORS INC,60,348149.57,0,TLS,South,NoBrandName,0.1
3859098307,1/22/2021,DIMOND CENTER HOTEL LLC,60,346594,0,TLS,South,NoBrandName,0.1
9439988402,2/17/2021,FIRE ISLAND RUSTIC BAKESHOP LLC,60,345796.57,0,TLS,South,NoBrandName,0.1
3171728504,2/23/2021,FAMILY FIRST DENTISTRY LLC,60,345590,0,TLS,South,NoBrandName,0.1
8162108409,2/13/2021,O'MALLEY ALEHOUSE & PIZZA LLC,60,345125,0,TLS,South,NoBrandName,0.1
5112468802,4/17/2021,KWIKPAK FISHERIES LLC,60,344520,0,TLS,South,NoBrandName,0.1
4601528302,1/23/2021,MATT A HEILALA DPM INC,60,341662,0,TLS,South,NoBrandName,0.1
1381698300,1/17/2021,NORTECH INC,60,341393,0,TLS,South,NoBrandName,0.1
4790518406,2/6/2021,BLOCK 13 HOTEL LLC,60,340165,0,TLS,South,NoBrandName,0.1
2227208300,1/20/2021,GOETHE LLC,60,338445,0,TLS,South,NoBrandName,0.1
9993378306,1/31/2021,WMLS INC.,60,337645,0,TLS,South,NoBrandName,0.1
4692298310,1/23/2021,JOHNSON INN HOMER LLC,60,336809.2,0,TLS,South,NoBrandName,0.1
4641578409,2/6/2021,ALASKA SCRAP & RECYCLING LLC,60,336517,0,TLS,South,NoBrandName,0.1
4968018309,1/23/2021,ALASKA GEOGRAPHIC ASSOCIATION,60,335055,0,TLS,South,NoBrandName,0.1
9554498403,2/17/2021,"GLOBAL SERVICES, INC.",60,335034,0,TLS,South,NoBrandName,0.1
2829408309,1/21/2021,STATION INC,60,334936,0,TLS,South,NoBrandName,0.1
3697018301,1/22/2021,BULLWINKLE'S PIZZA,60,334925,0,TLS,South,NoBrandName,0.1
4367738307,1/23/2021,JOHNSON INN VALDEZ LLC,60,334376,0,TLS,South,NoBrandName,0.1
2535648501,2/20/2021,AVO PROPERTY INC,60,333413,0,TLS,South,NoBrandName,0.1
1859518303,1/20/2021,MSI COMMUNICATIONS INC.,60,333260,0,TLS,South,NoBrandName,0.1
4000658300,1/22/2021,KATHERINE E. JOHNSON MD PC,60,332485,0,TLS,South,NoBrandName,0.1
6542018605,3/23/2021,BERING STRAITS DEVELOPMENT CO.,60,332122.5,0,TLS,South,NoBrandName,0.1
7399018410,2/11/2021,DENALI MECHANICAL INC.,60,331718.53,0,TLS,South,NoBrandName,0.1
2972478507,2/22/2021,MT. MCKINLEY FENCE COMPANY OF MAT-SU VALLEY,60,331222,0,TLS,South,NoBrandName,0.1
2325738310,1/20/2021,ALASKA'S BEST WATER & COFFEE INC,60,330537,0,TLS,South,NoBrandName,0.1
4328158405,2/6/2021,UNIVERSITY OF ALASKA FAIRBANKS,60,330517,0,TLS,South,NoBrandName,0.1
3111378308,1/21/2021,ADVANCED BLASTING SERVICES LLC,60,330487,0,TLS,South,NoBrandName,0.1
1592308604,3/13/2021,BENTON & MEIER MANAGEMENT LLC,60,330357.09,0,TLS,South,NoBrandName,0.1
4180368706,3/31/2021,K BAY AIR LLC,60,330332,0,TLS,South,NoBrandName,0.1
1641268504,2/19/2021,VEND INC,60,329550,0,TLS,South,NoBrandName,0.1
5466838302,1/25/2021,ALASKA PENINSULA CORPORATION,60,329325,0,TLS,South,NoBrandName,0.1
9705788405,2/17/2021,EAR NOSE & THROAT CLINIC,60,328657,0,TLS,South,NoBrandName,0.1
1255368501,2/18/2021,DON JOSE'S LLC.,60,328069,0,TLS,South,NoBrandName,0.1
5601838306,1/25/2021,THE LAUNDRY GROUP LLC,60,327649.22,0,TLS,South,NoBrandName,0.1
1567158409,2/2/2021,ALASKA LAND CLEARING CONTRACTORS LLC,60,326901.45,0,TLS,South,NoBrandName,0.1
3549588404,2/5/2021,BOYNTON OFFICE SYSTEMS INC.,60,326499.2,0,TLS,South,NoBrandName,0.1
6115088403,2/10/2021,NW ELECTRIC INC,60,325501.37,0,TLS,South,NoBrandName,0.1
6585818707,4/4/2021,"CHILKAT GUIDES, LTD.",60,325222,0,TLS,South,NoBrandName,0.1
3677358410,2/5/2021,A T PUBLISHING INC,60,325000,0,TLS,South,NoBrandName,0.1
4197778402,2/6/2021,CNR ENTERPRISE LLC,60,324800,0,TLS,South,NoBrandName,0.1
5720538400,2/9/2021,FISH OR CUT BAIT LLC,60,324800,0,TLS,South,NoBrandName,0.1
7289218301,1/28/2021,KINGFISHER CHARTERS LLC,60,323647,0,TLS,South,NoBrandName,0.1
5661458301,1/25/2021,ALAS-CO GENERAL CONSTRUCTION COMPANY INC,24,266873.27,0,TLS,South,NoBrandName,0.1
3475868303,1/22/2021,ANCHORAGE ROOFING & CONTRACTING INC,60,323187,0,TLS,South,NoBrandName,0.1
7118978508,3/5/2021,ADAMS INC,60,322100,0,TLS,South,NoBrandName,0.1
6135858406,2/10/2021,PL INC.,60,321895,0,TLS,South,NoBrandName,0.1
3736428506,2/24/2021,TOTEM INN INC.,60,320775,0,TLS,South,NoBrandName,0.1
7273098700,4/6/2021,ECI/HYER INC,60,319579,0,TLS,South,NoBrandName,0.1
5353058406,2/8/2021,PIE BY FIRE LLC,60,318916,0,TLS,South,NoBrandName,0.1
9142268310,1/30/2021,THE KISHAN GROUP,60,318123,0,TLS,South,NoBrandName,0.1
4112328507,2/25/2021,NAKNEK RIVER CAMP,60,316383.65,0,TLS,South,NoBrandName,0.1
4299518406,2/6/2021,SUBWAY OF MAT-SU INC,60,315821.8,0,TLS,South,NoBrandName,0.1
5316118303,1/25/2021,F-E CONTRACTING INC.,60,315065,0,TLS,South,NoBrandName,0.1
6240088402,2/10/2021,AUDIOLOGY ASSOCIATES,60,315000,0,TLS,South,NoBrandName,0.1
9393398700,4/8/2021,"SUSHI YA RESTAURANT, INC.",60,314156,0,TLS,South,NoBrandName,0.1
8910128607,3/25/2021,M & M CONSTRUCTORS LLC,60,313980,0,TLS,South,NoBrandName,0.1
2698568506,2/22/2021,AXYS LLC,60,310914,0,TLS,South,NoBrandName,0.1
2341788303,1/20/2021,AK CONSTRUCTORS LLC,60,310760,0,TLS,South,NoBrandName,0.1
8469038406,2/13/2021,"C2H, INC.",60,310023,0,TLS,South,NoBrandName,0.1
8157328400,2/13/2021,CHANNEL CONSTRUCTION INC,60,309235.62,0,TLS,South,NoBrandName,0.1
2398388509,2/20/2021,AXIOM DATA SCIENCE LLC,60,309176,0,TLS,South,NoBrandName,0.1
2571908504,2/20/2021,BLUE HOLE PROPERTIES LLC DBA TSAINA LODGE ATTN JEFF,60,308939,0,TLS,South,NoBrandName,0.1
5860658610,3/20/2021,ALASKA CENTER FOR THE PERFORMING ARTS INC.,60,308710,0,TLS,South,NoBrandName,0.1
6750758402,2/10/2021,EVANGELOS LLC,60,307500,0,TLS,South,NoBrandName,0.1
6631078407,2/10/2021,THE GREAT ALASKAN LUMBERJACK SHOW LLC,60,305415,0,TLS,South,NoBrandName,0.1
5059498408,2/7/2021,ENDEAVOR ELECTRIC LLC,60,305000,0,TLS,South,NoBrandName,0.1
5911448400,2/9/2021,OWL RIDGE NATURAL RESOURCE CONSULTANTS INC,60,304705,0,TLS,South,NoBrandName,0.1
3481748407,2/5/2021,ALISON'S RELOCATIONS INC.,60,304342.1,0,TLS,South,NoBrandName,0.1
3394848306,1/22/2021,INDUSTRIAL INSULATION INC.,60,301752.5,0,TLS,South,NoBrandName,0.1
6300998603,3/23/2021,NATURAL PANTRY INC.,60,301270,0,TLS,South,NoBrandName,0.1
4423088406,2/6/2021,MAT-SU RESORT LLC,60,300559,0,TLS,South,NoBrandName,0.1
5138788410,2/7/2021,CMMP  LLC,60,300517,0,TLS,South,NoBrandName,0.1
4266428505,2/25/2021,ABOVE & BEYOND ALASKA LLC,60,299304.77,0,TLS,South,NoBrandName,0.1
5620038308,1/25/2021,KPB ARCHITECTS INC,60,299056.02,0,TLS,South,NoBrandName,0.05
5064398603,3/20/2021,PACIFIC NORTHERN ACADEMY INC,60,298550,0,TLS,South,NoBrandName,0.05
4548338903,4/29/2021,NORTHSTAR EXCAVATION AND ASPHALT INC.,60,297593.92,0,TLS,South,NoBrandName,0.05
4727638306,1/23/2021,CENTER FOR WOMEN'S HEALTH CARE,60,296117,0,TLS,South,NoBrandName,0.05
4962528406,2/7/2021,CATCHERCO LLC,60,295722,0,TLS,South,NoBrandName,0.05
8862508303,1/30/2021,JUNEAU HOSPITALITY LLC,60,294759.5,0,TLS,South,NoBrandName,0.05
7711298506,3/6/2021,NORTH HARBOR PROJECT INC,60,294010,0,TLS,South,NoBrandName,0.05
3418648300,1/22/2021,MCCARTHY VENTURES LLC,60,293720,0,TLS,South,NoBrandName,0.05
8334898300,1/29/2021,AKBS LLC,60,292573,0,TLS,South,NoBrandName,0.05
5675078306,1/25/2021,MAHAY'S RIVERBOAT SERVICE INC,60,292486.65,0,TLS,South,NoBrandName,0.05
3940448302,1/22/2021,SOUTHSIDE BISTRO INC,60,290829,0,TLS,South,NoBrandName,0.05
8953438301,1/30/2021,PORT GRAHAM TECHNOLOGIES LLC,60,290775,0,TLS,South,NoBrandName,0.05
1105458400,2/1/2021,"HAINES PACKING COMPANY, LLC",60,290745,0,TLS,South,NoBrandName,0.05
2242878507,2/20/2021,GIRL SCOUTS OF ALASKA,60,289027,0,TLS,South,NoBrandName,0.05
6093868301,1/26/2021,ANDERSON & LOHR HEALTHCARE,60,289017,0,TLS,South,NoBrandName,0.05
8136438301,1/29/2021,R&M ENGINEERING-KETCHIKAN INC.,60,288805.82,0,TLS,South,NoBrandName,0.05
4601738600,3/18/2021,MAPPA INC,60,288655,0,TLS,South,NoBrandName,0.05
9977168302,1/31/2021,CHOICES INC.,60,288512.5,0,TLS,South,NoBrandName,0.05
1764938406,2/2/2021,HARRI PLUMBING & HEATING INC.,60,288457.12,0,TLS,South,NoBrandName,0.05
5836678507,3/2/2021,REDOUBT MOUNTAIN LODGE LLC,60,287733,0,TLS,South,NoBrandName,0.05
2909589008,5/18/2021,FAIRBANKS CONVENTION AND VISITORS BUREAU,60,285915,0,TLS,South,NoBrandName,0.05
3409908304,1/22/2021,FAIRBANKS CONVENTION AND VISITORS BUREAU,60,285915,0,TLS,South,NoBrandName,0.05
5523528300,1/25/2021,"HERITAGE NORTHWEST, INC.",60,285721.22,0,TLS,South,NoBrandName,0.05
4915908410,2/7/2021,RODNEY P. KINNEY ASSOCIATES INC.,60,285500.32,0,TLS,South,NoBrandName,0.05
2183538509,2/20/2021,SAMPSON STEEL COMPANY INC.,60,285170.4,0,TLS,South,NoBrandName,0.05
5709828305,1/25/2021,"LEISNOI, INC",60,284795,0,TLS,South,NoBrandName,0.05
1625838302,1/19/2021,"GEOTEK ALASKA, INC.",60,284500,0,TLS,South,NoBrandName,0.05
6159128404,2/10/2021,POOL ENGINEERING INC.,60,284130.25,0,TLS,South,NoBrandName,0.05
2070468309,1/20/2021,DALE ROAD HOTEL OPERATIONS INC.,60,283994.79,0,TLS,South,NoBrandName,0.05
6721258406,2/10/2021,CHUN LLC,60,283838.55,0,TLS,South,NoBrandName,0.05
5060588604,3/20/2021,DAVIS BLOCK COMPANY INC.,60,283746.4,0,TLS,South,NoBrandName,0.05
1784838604,3/13/2021,CATAPULT INC,60,283538,0,TLS,South,NoBrandName,0.05
4368438302,1/23/2021,EPPERHEIMER INC,60,283535,0,TLS,South,NoBrandName,0.05
4762118309,1/23/2021,SUPPORT VESSELS OF ALASKA INC.,60,283025,0,TLS,South,NoBrandName,0.05
4005708410,2/5/2021,IDIDARIDE SLED DOG TOURS INC,60,283011.87,0,TLS,South,NoBrandName,0.05
4157918609,3/18/2021,CINDY AND VIC'S R & R INC,60,281350,0,TLS,South,NoBrandName,0.05
4026798501,2/25/2021,DIMOND CENTER HOLDINGS,60,280580,0,TLS,South,NoBrandName,0.05
9399738805,4/23/2021,ARCTIC FOUNDATIONS INC,60,280230,0,TLS,South,NoBrandName,0.05
4729638310,1/23/2021,SUMMIT WINDOWS AND DOORS,60,279835,0,TLS,South,NoBrandName,0.05
4006948501,2/25/2021,MEDEVAC ALASKA LLC,60,279582,0,TLS,South,NoBrandName,0.05
2392238302,1/20/2021,WESTWARD TRADING COMPANY INCORPORATED,60,278820,0,TLS,South,NoBrandName,0.05
4958918707,4/1/2021,WESTERN POWER ENGINEERING,60,278155,0,TLS,South,NoBrandName,0.05
3437628409,2/5/2021,BEST TRANSIT MIX INC,60,175000,0,TLS,South,NoBrandName,0.05
4219678409,2/6/2021,OMNI LOGISTICS INC,60,276267.62,0,TLS,South,NoBrandName,0.05
3215238600,3/16/2021,ANNETTE'S TRUCKING INC.,60,275933.2,0,TLS,South,NoBrandName,0.05
9687358509,3/12/2021,ALASKA MINERALS INC.,60,274896,0,TLS,South,NoBrandName,0.05
2200728608,3/13/2021,JAMES CROWSON,60,274035,0,TLS,South,NoBrandName,0.05
4694498304,1/23/2021,DUCEY SISTERS LP,60,273154,0,TLS,South,NoBrandName,0.05
1309108402,2/1/2021,GOLDRUSH PANCAKES INC.,60,273087,0,TLS,South,NoBrandName,0.05
5390138503,2/27/2021,BRENA BELL AND WALKER P.C.,60,272742.82,0,TLS,South,NoBrandName,0.05
1431068309,1/17/2021,THE COOKIE JAR RESTAURANT INC.,60,272386.1,0,TLS,South,NoBrandName,0.05
3448008308,1/22/2021,ABOVE AND BEYOND AVIATION INC.,60,271500,0,TLS,South,NoBrandName,0.05
3583258708,3/31/2021,BARTOW ASSOCIATES INC,60,270492,0,TLS,South,NoBrandName,0.05
5730238408,2/9/2021,D & L CONSTRUCTION CO. INC.,60,269327,0,TLS,South,NoBrandName,0.05
8811028301,1/30/2021,SITKA FUR GALLERY,60,268800,0,TLS,South,NoBrandName,0.05
9177208510,3/12/2021,J.R. HERITAGE CONSTRUCTION INC.,60,267500,0,TLS,South,NoBrandName,0.05
9404938300,1/30/2021,SNUG HARBOR MARINE LLC,60,267005,0,TLS,South,NoBrandName,0.05
4442348309,1/23/2021,TRUCKWELL OF ALASKA INC,60,266967,0,TLS,South,NoBrandName,0.05
5719928500,3/1/2021,CATHERINE PEIMANN MD LLC,60,265767.5,0,TLS,South,NoBrandName,0.05
6835678303,1/27/2021,BHAG LLC,60,265174.25,0,TLS,South,NoBrandName,0.05
4134178304,1/23/2021,KANE INC.,60,265110,0,TLS,South,NoBrandName,0.05
4701408407,2/6/2021,SUMMIT CONSULTING SERVICES INC.,60,264273.32,0,TLS,South,NoBrandName,0.05
9587108300,1/31/2021,K2 FAIRBANKS LLC,60,264260,0,TLS,South,NoBrandName,0.05
1737028703,3/27/2021,LEMAY ENGINEERING & CONSULTING INC.,60,262566,0,TLS,South,NoBrandName,0.05
5633298500,3/1/2021,MICHAEL L. FOSTER & ASSOCIATES INC.,60,262375,0,TLS,South,NoBrandName,0.05
5304628306,1/25/2021,MOTORCYCLE TIMES INC.,60,260770,0,TLS,South,NoBrandName,0.05
6521308305,1/27/2021,MARBLE ISLAND LLC.,60,260360,0,TLS,South,NoBrandName,0.05
3446368503,2/24/2021,JASON WEINER AND ASSOCIATES P.C.,24,259520,0,TLS,South,NoBrandName,0.05
6827498504,3/4/2021,NORTHERN LIGHTS BUSINESS INC,60,259385,0,TLS,South,NoBrandName,0.05
3827048505,2/24/2021,AVANTE MEDICAL CENTER LLC,60,258250,0,TLS,South,NoBrandName,0.05
8415618310,1/29/2021,FISH PIRATE'S SALOON LLC,60,257562,0,TLS,South,NoBrandName,0.05
5645948600,3/20/2021,CATCH A KING CHARTERS INC.,60,257517.36,0,TLS,South,NoBrandName,0.05
8073988500,3/8/2021,GROUNDHOGS LLC,60,257137.97,0,TLS,South,NoBrandName,0.05
2630848500,2/20/2021,MERICKA GROUP LLC,60,256975,0,TLS,South,NoBrandName,0.05
4151958304,1/23/2021,MOONSTONE LLC,60,256159.01,0,TLS,South,NoBrandName,0.05
5427128309,1/25/2021,POLLUX AVIATION LTD,60,255682,0,TLS,South,NoBrandName,0.05
3865918300,1/22/2021,BEHAVIOR MATTERS LLC,60,252902.5,0,TLS,South,NoBrandName,0.05
4162758309,1/23/2021,JKM GENERAL CONTRACTORS LLC,60,252825,0,TLS,South,NoBrandName,0.05
3753938508,2/24/2021,ALASKA EARTH SCIENCES INC,60,252500,0,TLS,South,NoBrandName,0.05
5869358806,4/18/2021,BRATSLAVSKY CONSULTING ENGINEERS INC.,60,252390.27,0,TLS,South,NoBrandName,0.05
9062308505,3/12/2021,GOLD CACHE BINGO,60,251552,0,TLS,South,NoBrandName,0.05
2231808502,2/20/2021,NORTH STAR VENTURES LLC.,60,250845.67,0,TLS,South,NoBrandName,0.05
8266098304,1/29/2021,SHANE D RHOTON LLC,60,250810,0,TLS,South,NoBrandName,0.05
4912208308,1/23/2021,MANTECH MECHANICAL INC,60,250000,0,TLS,South,NoBrandName,0.05
6674638801,4/20/2021,KANTISHNA ROADHOUSE INC.,60,250000,0,TLS,South,NoBrandName,0.05
8043348310,1/29/2021,ELEMENTS LLC,60,250000,0,TLS,South,NoBrandName,0.05
8856568510,3/10/2021,ANCHORAGE CONVENTION & VISITORS BUREAU,60,250000,0,TLS,South,NoBrandName,0.05
5275348403,2/8/2021,GOLDRUSH PANCAKES NO. 4 INC.,60,249504,0,TLS,South,NoBrandName,0.05
7123198308,1/27/2021,SB RESTAURANT LLC,60,249251.8,0,TLS,South,NoBrandName,0.05
7798018407,2/12/2021,CHANNEL ELECTRIC INC.,60,249043.72,0,TLS,South,NoBrandName,0.05
3928218300,1/22/2021,GRAYLING MEDICAL GROUP LLC,60,248295,0,TLS,South,NoBrandName,0.05
6132798602,3/20/2021,DIGITAL OBSERVER INC.,60,247494,0,TLS,South,NoBrandName,0.05
5610808506,3/1/2021,MARK CONKEY,60,247102.5,0,TLS,South,NoBrandName,0.05
4093618602,3/17/2021,ALASKA WILDLIFE CONSERVATION CENTER INC.,60,246450,0,TLS,South,NoBrandName,0.05
4504378303,1/23/2021,STRAIGHTLINE LLC,60,246200,0,TLS,South,NoBrandName,0.05
1435878607,3/13/2021,AKHAPPYTIME,60,245000,0,TLS,South,NoBrandName,0.05
4738008300,1/23/2021,ALASKA E-HEALTH NETWORK INC.,60,245000,0,TLS,South,NoBrandName,0.05
1924488609,3/13/2021,HEALTH CENTERED DENTISTRY,60,243875.1,0,TLS,South,NoBrandName,0.05
2335428402,2/3/2021,PARTUSCH PLUMBING & HEATING INC,60,243312.82,0,TLS,South,NoBrandName,0.05
4289618310,1/23/2021,TUDOR DENTAL GROUP LLC,60,243213.05,0,TLS,South,NoBrandName,0.05
5031138403,2/7/2021,PACIFIC RIM ASSOCIATES I INC.,60,243142.58,0,TLS,South,NoBrandName,0.05
9164238302,1/30/2021,ALPHA AVIATION LLC,60,243100,0,TLS,South,NoBrandName,0.05
2761188307,1/21/2021,SHAMAN TRAFFIC CONTROL LLC,60,242807.5,0,TLS,South,NoBrandName,0.05
3656308309,1/22/2021,NATURAL HEALTH CENTER LLC,60,242111.82,0,TLS,South,NoBrandName,0.05
5387868302,1/25/2021,THE COOKERY LLC,60,241930,0,TLS,South,NoBrandName,0.05
6682268307,1/27/2021,DELANEY WILES INC.,60,241235,0,TLS,South,NoBrandName,0.05
9682808503,3/12/2021,BELLA VISTA PIZZERIA & RESTAURANT LLC,60,240929,0,TLS,South,NoBrandName,0.05
1634888700,3/27/2021,K&W INTERIORS INC.,60,240415,0,TLS,South,NoBrandName,0.05
6427278302,1/27/2021,MERIDIAN SYSTEMS INC,60,240212.62,0,TLS,South,NoBrandName,0.05
1647148602,3/13/2021,BLACK BEAR COFFEE HOUSE LLC,60,239942,0,TLS,South,NoBrandName,0.05
9692648409,2/17/2021,ALASKA COMMUNITY DEVELOPMENT CORPORATION,60,239127,0,TLS,South,NoBrandName,0.05
1621168305,1/19/2021,GENUINE VENTURES LLC,60,120000,0,TLS,South,NoBrandName,0.05
8484508708,4/7/2021,CRAIG TRIBAL ASSOCIATION,60,238336.66,0,TLS,South,NoBrandName,0.05
4478318400,2/6/2021,GOLDRUSH PANCAKES NO. 3 INC.,60,237961,0,TLS,South,NoBrandName,0.05
2334398502,2/20/2021,TIMMONS & LARSON INC,60,237927.5,0,TLS,South,NoBrandName,0.05
6267388703,4/3/2021,BREAD AND BREW LLC,60,237841,0,TLS,South,NoBrandName,0.05
5566008308,1/25/2021,DRENNON CONSTRUCTION & CONSULTING INC.,60,237671.47,0,TLS,South,NoBrandName,0.05
